"id","year","area","name","description","link","type","filename"
1,2014,1,"Видатки обласного бюджету на 2014 рік за тимчасовою класифікацією видатків та кредитування місцевих бюджетів","Додаток 2 до рішення 21 сесії обласної Ради 6 скликання від 1 лютого 2014 року № 669","http://www.oda.ck.ua/docs/budget/bud2014.pdf","Expenses","2014-1-expenses"
